"id","ASN","price","status","stitle","cate","image","Product Dimensions","Batteries required","Item model number","Date First Available","extraImages","Item Weight","Is assembly required","Included components","Customer Reviews","Best Sellers Rank","Package Dimensions","Primary material","Frame finish","Footboard upholstery","Shipping Weight","Manufacturer","Assembly Required","Batteries Required?","Manufacturer recommended age","Educational Objective(s)","Mfg Recommended age","Fabric Type","Care instructions","Number of pieces","Brand","Model Number","Color","Product Dimensions:","Date First Available:","Manufacturer:","ASIN:","Item model number:","","Item volume","International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]","Best Sellers Rank:","Camera Cases","Batteries","Manufacturer reference","Manufacturer Part Number","Mobile Phone Screen Protectors","USB Cables","Other display features","Form factor","Whats in the box","Package Dimensions:","Language:","Batteries Included?","Remote Control Included?","Is Discontinued By Manufacturer:","Department:","Action Cameras & Accessories","Customer reviews:","Size","Style","Season","Sport","Department","Is Discontinued By Manufacturer","Number of Puzzle Pieces","Hand Tools","Height","Length","Weight","Width","Number of Items","Standing screen display size","Are Batteries Included","Number of Game Players","Material Care Instructions","Material","Screwdrivers","Model number","Target gender","Our Recommended age","Number of Pieces","Material Type(s)","Long Drill Bits","In-Ear Headphones","Model","Computer Accessories","Manufacturer's Suggested Maximum Weight","material_composition","Knee Braces","Boring Drill Bits","Item diameter","Material Type","Included Components","Frame Material","Shape","Lens Material","Outer Material","Material Composition","Mobile Phone Basic Cases","Capacity","Item Shape","Series","Voltage","Camera & Camcorder Rain Covers","Lightning Cables","Automotive Diagnostic, Test & Measuring Tools","Measuring & Layout","Camera Lens Filter Sets","Warranty description","Open-End Wrenches","Drill Bits","Release date","Drive Sockets","Camera & Photo Accessories","Units","Dishwasher safe","Is portable","Wrench Sets","Pipe Wrenches","Shop Knives","Batteries:","Mobile Phone Accessories","Format","Electrical Power Accessories","Electrical Equipment","Chisels","Item Model Number","Pliers & Pincers","Nintendo Switch Games","Jobber Drill Bits","Wearable Technology","Power Tool Accessories","Dishwasher safe?","Hole Saws","Hammers","Auto Shutoff","Special Features","desc","Camcorder Cases","Brad-Point Drill Bits","number_of_channels","Mobile Phone Mounts & Stands","Telephone & VoIP Accessories","Cycling Accessories","Hardware","Safety & Security","Industrial Drill Bits","Combination Wrenches","HDMI Cables","Desk Accessories & Storage Products","Electronics Accessories & Supplies","Flashlight Lanterns","Display Type","Photographic Lighting & Studio Equipment","PlayStation 4 Games","Twist Drill Bits","Manufacturer reference:","Other camera features","Resistance temperature","Screwdriver Sets","Spanners & Wrenches","Display maximum weight recommendation","Jig Saw Blades","Fill material","Scent","Import designation","Wood Chisels","Mobile Phone OTG Adapters","Complete Tripod Units","Bookshelf Photo Albums","Special features","Additional product features","Tape Measures","Features","Strippers & Crimpers","Electrical Tools & Testers","Maximum weight recommendation","Quantity","League","Team","Material free","Bottle type","Lithium Battery Packaging","Camera Case & Bag Accessories","Tool Organizers","Tool Sets","Surveillance & Security Cameras","Home Security & Surveillance Systems","Folding","tech_spec_battery_description_toys","Camera Lens Sky & UV Filters","Film Cameras","Projector Accessories","Monopods","Wattage","Adjustable Wrenches","Exterior","OEM Part Number","Cover Included","Binoculars","Radio Control Suitability","Skill Level","Power Tool Staples","Cultivators & Tillers","Home Storage & Organization","Language::","Camera Lens Polarizing Filters"
"3325","B0797HLPKD","35.90","1","Bosphorus Poliresin Toothbrush Holder, White, YJS514B","Home|Bath|Bathroom Accessories|Holders, Dispensers & Organizers|Toothbrush Holders","https://images-na.ssl-images-amazon.com/images/I/71vAwpIjiUL._AC_SL1500_.jpg","6 x 6 x 10 cm; 260 Grams","No","YJS514B","25 August 2019","","0.26 Kilograms","No",,,,,,,,,,,,,,,,,,,,,,,,,,,"10 Milliliters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3326","B07PCMJ8GX","","1","Servewell 10.5 Cm Horeca Trinity Veg Bowl - White","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls|Snack & Dip Bowls","https://images-na.ssl-images-amazon.com/images/I/51D2v-Bxj%2BL._AC_SL1500_.jpg","4.6 x 10.6 x 10.6 cm; 96 Grams",,"2724623290904","1 March 2019","https://images-na.ssl-images-amazon.com/images/I/51PpJ5rPKYL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/51YTLs7XCRL._AC_SL1500_.jpg","96 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3327","B0772GZVVJ","15.00","1","Whale Isob – 36 Decorative Wall Saying Vinyl Lettering Home Decor Decal Stickers, Black, 54 X 68 cm","Tools & Home Improvement|Painting Supplies, Tools & Wall Treatments|Wall Stickers & Murals","https://images-na.ssl-images-amazon.com/images/I/61KGWdxrfNL._AC_SL1500_.jpg",,,,"28 January 2019","https://images-na.ssl-images-amazon.com/images/I/718y4FQd7LL._AC_SL1500_.jpg","20 g",,,,,"25.7 x 16.7 x 2.3 cm; 20 Grams",,,,,,,,,,,,,,"Wallity","256SLM1074","Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vinyl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3328","B014HJ6IQ4","","1","Asir Group LLC Wall Sticker , steel Multi-Coloured OBS-116 , 27 x 20 x 30 cm","Tools & Home Improvement|Painting Supplies, Tools & Wall Treatments|Wall Stickers & Murals","https://images-na.ssl-images-amazon.com/images/I/71Feu0u6daL._AC_SL1500_.jpg","57 x 57 x 1 cm; 20 Grams","No","OBS-116","28 March 2019","https://images-na.ssl-images-amazon.com/images/I/61spFKvdHHL._AC_.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3329","B00SNE5NHK","","1","Kettler Ktlr7937-700 Cardio Ear Clip, Black","Sporting Goods|Exercise & Fitness|Exercise Machine Parts & Accessories","https://images-na.ssl-images-amazon.com/images/I/51-m-lDzUnL._AC_SL1000_.jpg","1.4 x 14 x 7.8 cm; 40 Grams",,"07937-700","5 March 2019","",,,,,"#65,613 in Sporting Goods (See Top 100 in Sporting Goods)#199 in Exercise Machine Parts & Accessories",,,,,,"Kettler",,,,,,,,,"Kettler",,,,,,,,,,,,,,,,,,,,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3330","B07P6H1LNQ","","1","Plastic Forte Pink Colanders Pink Pink","Kitchen|Tools & Gadgets|Colanders & Food Strainers|Colanders","https://images-na.ssl-images-amazon.com/images/I/41tysh6SOxL._AC_.jpg","11 x 20.8 x 13.6 cm; 60 Grams",,"2724530746082","25 February 2019","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3331","B07MQRHSS6","","1","Tekiro Sk-te6h30m-6 0.75 Inch Drive For 30 Mm Hand Socket","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Sockets & Socket Sets|Drive Sockets","https://images-na.ssl-images-amazon.com/images/I/31Lu8S03VZL._AC_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"13 January 2019","Tekiro","B07MQRHSS6",,"",,,,,,,,,,,,,"11.8 x 8.2 x 4.7 cm; 290 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3332","B0772HKYVN","","1","Wallity Graffiti Vinyl Decorative Wall Sticker - Multi Color","Tools & Home Improvement|Painting Supplies, Tools & Wall Treatments|Wall Stickers & Murals","https://images-na.ssl-images-amazon.com/images/I/61GJcZvsESL._AC_SL1500_.jpg",,"No","258GRF5019","31 March 2019","https://images-na.ssl-images-amazon.com/images/I/71jkeolucTL._AC_SL1500_.jpg",,,,,,"25.4 x 13.6 x 6.2 cm; 20 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3333","B07P8B3H22","","1","Servewell Square Ice Cream Bowl - Black","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls","https://images-na.ssl-images-amazon.com/images/I/61eA-hhD4bL._AC_SL1500_.jpg","4.4 x 33.2 x 28.2 cm; 108 Grams",,"2724623291772","1 March 2019","https://images-na.ssl-images-amazon.com/images/I/71AdyDBd36L._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/61yOqAGZL5L._AC_SL1500_.jpg","108 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3334","B00JL4GFLY","","1","HEXY FIBRE 17GAUGE TENNIS STRING","Sporting Goods|Racket Sports|Tennis|Racket Strings","https://images-na.ssl-images-amazon.com/images/I/51HSg4gwVfL._AC_.jpg","1.6 x 15.8 x 14 cm; 30 Grams",,"DL624629","28 January 2019","",,,,,"#34,162 in Sporting Goods (See Top 100 in Sporting Goods)#40 in Racket Strings",,,,,,"Dunlop",,,,,,,,,"DUNLOP",,"White",,,,,,,,,,,,,,,,,,,,,"No",,,,,,,,,,"Unisex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Premium elasticated polyester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3335","B07PJ98SZK","","1","Cushion Love Cover No Filling - 45 x 45 cm","Home|Home Textiles|Cushions & Accessories","https://images-na.ssl-images-amazon.com/images/I/71P%2BwaOtlAL._AC_SL1500_.jpg","45 x 45 x 1 cm; 40 Grams","No","768CLV0237","9 March 2019","https://images-na.ssl-images-amazon.com/images/I/51dCpyvS1FL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,"50% Cotton, 50% Polyester","Machine wash cold water","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3336","B07P6G6T6Q","","1","Wham 8.01 Square 16Cm Organiser Box With 9 Divisions 23000_Graphite_Clear","Tools & Home Improvement|Power & Hand Tools|Tool Organizers","https://images-na.ssl-images-amazon.com/images/I/81KQe6VnK2L._AC_SL1500_.jpg","4.4 x 17 x 15.2 cm; 180 Grams",,"2724640946457","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/81apyJ%2B6t1L._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81DF2j5431L._AC_SL1500_.jpg",,,,,"#21,673 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)#253 in Tool Organizers",,,,,"0.18 Kilograms","Wham",,,,,,,,,,,"N/a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2724640946457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3337","B07DXDJ3VL","68.36","1","COMPRESSION THIGH SLEEVE, S","Health|Medical Supplies & Equipment|Braces, Splints & Slings|Leg & Foot Supports|Thigh Supports","https://images-na.ssl-images-amazon.com/images/I/71CbEXLvqoL._AC_SL1181_.jpg","19.2 x 18.7 x 0.5 cm; 60 Grams",,"RRSL-13523","1 August 2019","https://images-na.ssl-images-amazon.com/images/I/71t5toZ-a8L._AC_SL1448_.jpg,https://images-na.ssl-images-amazon.com/images/I/813rj2XLtHL._AC_SL1448_.jpg,https://images-na.ssl-images-amazon.com/images/I/81poyPcwnwL._AC_SL1448_.jpg,https://images-na.ssl-images-amazon.com/images/I/815v33uTf3L._AC_SL1448_.jpg,https://images-na.ssl-images-amazon.com/images/I/71PsvuByn4L._AC_SL1181_.jpg",,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}1.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});1.0 out of 5 stars",,,,,,,"Reebok",,,,,,,,,"Reebok",,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,"Small","Compression thigh sleeve","Spring/Summer",,"Unisex Adult",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3338","B07CQRM7QY","","1","Medicare Sport Neoprene Shoulder Support Ofsa, Black","Health|Medical Supplies & Equipment|Braces, Splints & Slings|Back, Neck & Shoulder Supports|Shoulder Supports","https://images-na.ssl-images-amazon.com/images/I/71%2B5tks426L._AC_SL1500_.jpg","6.2 x 17.4 x 13.8 cm; 147 Grams",,"2724442938506","12 March 2019","https://images-na.ssl-images-amazon.com/images/I/71bJ1-pEqNL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71j4TjSRuKL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/71HuPOGZq8L._AC_SL1500_.jpg",,,,"/** Fix for UDP-1061. Average customer reviews has a small extra line on hover* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40*/.noUnderline a:hover {text-decoration: none;}5.0 out of 5 stars1 ratingP.when('A', 'ready').execute(function(A) {A.declarative('acrLink-click-metrics', 'click', { ""allowLinkDefault"" : true }, function(event){if(window.ue) {ue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);}});});P.when('A', 'cf').execute(function(A) {A.declarative('acrStarsLink-click-metrics', 'click', { ""allowLinkDefault"" : true },  function(event){if(window.ue) {ue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);}});});5.0 out of 5 stars","#33,537 in Health (See Top 100 in Health)#23 in Shoulder Supports & Immobilizers#570 in Orthopedic Supplies",,,,,,"Medicare",,,,,,,,,"Medicare",,"Black",,,,,,,,,,,,,,,,,,,,,"No",,,,,,,,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3339","B07147DVF6","","1","SHIMMER AND SHINE WISH-GRANTING BRACELETS ASST. -SO","Toys|Play Figures & Vehicles","https://images-na.ssl-images-amazon.com/images/I/71aTK1oNYLL._AC_SL1500_.jpg","7 x 20.2 x 8.8 cm; 1.48 Kilograms",,"2724649294948","12 March 2019","",,,,,"#60,254 in Toys (See Top 100 in Toys)#11,286 in Kids' Play Figures & Vehicles",,,,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3340","B07M827DPR","","1","Tekiro Te-ilc060200 6 X 200 Mm In Line Screwdriver","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Screwdrivers & Nut Drivers|Screwdrivers","https://images-na.ssl-images-amazon.com/images/I/31%2B8xW7TPjL._AC_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"13 January 2019","Tekiro","B07M827DPR",,"",,,,,,,,,,,,,"28.8 x 19.2 x 2.9 cm; 110 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3341","B07P8Q266X","","1","OZONE 0.26mm Shock Proof Tempered Glass Screen Protector for Samsung Galaxy E7","Electronics|Mobile Phones & Communication|Accessories|Maintenance, Upkeep & Repairs|Screen Protectors","https://images-na.ssl-images-amazon.com/images/I/712Wh0hWT7L._AC_SL1105_.jpg",,,"2724304962533","25 February 2019","","60 g",,,,,"16.8 x 10 x 1 cm; 60 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wireless",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3342","B07YCZCMFQ","","1","PL NK PTCH - ENERGY","Sporting Goods|Ball Sports|Football|Footballs","https://images-na.ssl-images-amazon.com/images/I/81ie1YsnxZL._AC_SL1500_.jpg",,,"SC3983-710","23 September 2019","https://images-na.ssl-images-amazon.com/images/I/81j9iUc76RL._AC_SL1500_.jpg",,,,,"#55,347 in Sporting Goods (See Top 100 in Sporting Goods)#317 in Footballs","20 x 18.1 x 12.2 cm; 440 Grams",,,,,"NIKE",,,,,,,,,"Nike",,"Yellow",,,,,,,,,,,,,,,,,,,,,,,,,,,"4","PL PTCH - ENERGY","Autumn/Winter","Soccer","Unisex Adult",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3343","B07P9TXP5L","","1","Wham 2.01 19Cm With 7 Divisions 12826_Lime_Clear","Home|Storage & Organization","https://images-na.ssl-images-amazon.com/images/I/71lAX2HJKEL._AC_SL1500_.jpg","4.2 x 17.2 x 6 cm; 280 Grams",,"2724640952106","25 February 2019","https://images-na.ssl-images-amazon.com/images/I/71OQDVKKHXL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/81LvHOmL0ML._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3344","B07MQKSPGY","12.00","1","Tekiro Te-ilc060150 6 X 150 Mm In Line Screwdriver","Tools & Home Improvement|Power & Hand Tools|Hand Tools|Screwdrivers & Nut Drivers|Screwdrivers","https://images-na.ssl-images-amazon.com/images/I/310kZRiZyBL._AC_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,"13 January 2019","Tekiro","B07MQKSPGY",,"",,,,,,,,,,,,,"26.7 x 3.5 x 2.6 cm; 100 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3345","B01MU2AMZO","9.00","1","Bosch SD's-Plus 5X Hammer Drill Bit - 2608833799","Tools & Home Improvement|Power & Hand Tools|Power Tool Accessories|Drill Bits","https://images-na.ssl-images-amazon.com/images/I/41vtjdrN7pL._AC_SL800_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,"30.3 x 2.7 x 2.6 cm; 0.09 Grams","4 March 2019","Bosch","B01MU2AMZO","2608833799","",,,,,,,,,,,,,,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3346","B07PBKR7FM","5.00","1","Wham 24306 6 Divisions Storage Box, Lime/Clear - 9.5H X 9.5W X 4D cm (Multi Color)","Home|Storage & Organization","https://images-na.ssl-images-amazon.com/images/I/61r7fWyCm%2BL._AC_SL1500_.jpg","4 x 15.4 x 8.8 cm; 80 Grams",,"2724640941315","1 March 2019","https://images-na.ssl-images-amazon.com/images/I/51HI7FPDdAL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/515sjhJAcsL._AC_SL1500_.jpg","80 Grams",,,,"#115,636 in Home (See Top 100 in Home)#35,699 in Home Storage & Organization",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3347","B07P75TVLN","","1","Harmony Melaminewhite - Bowls White","Kitchen|Tableware|Dishware & Serving Pieces|Dinnerware|Bowls|Snack & Dip Bowls","https://images-na.ssl-images-amazon.com/images/I/51VoT4Jdc9L._AC_SL1500_.jpg","5.2 x 11 x 10.8 cm; 120 Grams",,"2724623295848","1 March 2019","https://images-na.ssl-images-amazon.com/images/I/51wFuPXOLzL._AC_SL1500_.jpg,https://images-na.ssl-images-amazon.com/images/I/51pX3fW6uSL._AC_SL1500_.jpg","120 Grams",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3348","B075JN9SBD","15.00","1","PanzerGlass 2617 – Protector for Apple iPhone 6S Plus/7 Plus, White","Electronics|Mobile Phones & Communication|Accessories|Maintenance, Upkeep & Repairs|Screen Protectors","https://images-na.ssl-images-amazon.com/images/I/51lyEpu%2BIGL._AC_.jpg",,,,,"",,,,,,,,,,,,,,,,,,,,,,,"11.5 x 0.4 x 19 cm; 65 Grams","28 January 2019","PanzerGlass","B075JN9SBD","2617",,,"International Warranty: If purchased from outside the UAE, manufacturer warranty may not apply. Click Here [PDF 195 KB]","See Top 100 in Mobile Phones & Communication Products",,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3349","B014HJ5I42","","1","Asir Group LLC Wall Sticker , steel Multi-Coloured KBS-157 , 27 x 20 x 30 cm","Tools & Home Improvement|Painting Supplies, Tools & Wall Treatments|Wall Stickers & Murals","https://images-na.ssl-images-amazon.com/images/I/71yFGoZXMlL._AC_SL1500_.jpg","45 x 30 x 1 cm; 10 Grams","No","KBS-157","28 March 2019","https://images-na.ssl-images-amazon.com/images/I/71nH73hupbL._AC_SL1500_.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
